scenario,gradation,year,rho_equicorrelation,psys_gaussian_copula,psys_independent,frechet_lower,frechet_upper,n_sim,status
extreme,constant,0,0.0,0.8967,0.8977860998043178,0.7340833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,2,0.0,0.89578,0.8940574836991667,0.7456666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,2,0.3,0.83816,0.8940574836991667,0.7456666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,2,0.6,0.78916,0.8940574836991667,0.7456666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,2,0.9,0.74784,0.8940574836991667,0.7456666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,4,0.0,0.90322,0.90218341501564,0.7425833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,4,0.3,0.8458,0.90218341501564,0.7425833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,4,0.6,0.79476,0.90218341501564,0.7425833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,4,0.9,0.74732,0.90218341501564,0.7425833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,6,0.0,0.91764,0.91763503836958,0.7450833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,6,0.3,0.8595,0.91763503836958,0.7450833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,6,0.6,0.8082,0.91763503836958,0.7450833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,6,0.9,0.7557,0.91763503836958,0.7450833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,8,0.0,0.93044,0.9288533644127344,0.75375,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,8,0.3,0.87532,0.9288533644127344,0.75375,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,8,0.6,0.8254,0.9288533644127344,0.75375,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,8,0.9,0.7684,0.9288533644127344,0.75375,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,10,0.0,0.92202,0.9206839251277777,0.7493333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,10,0.3,0.86522,0.9206839251277777,0.7493333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,10,0.6,0.81418,0.9206839251277777,0.7493333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,10,0.9,0.76144,0.9206839251277777,0.7493333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,12,0.0,0.91352,0.9140139413338073,0.7581666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,12,0.3,0.86074,0.9140139413338073,0.7581666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,12,0.6,0.81212,0.9140139413338073,0.7581666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,12,0.9,0.76454,0.9140139413338073,0.7581666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,14,0.0,0.92202,0.923074831624,0.7613333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,14,0.3,0.87004,0.923074831624,0.7613333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,14,0.6,0.81828,0.923074831624,0.7613333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,14,0.9,0.76946,0.923074831624,0.7613333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,16,0.0,0.93692,0.9396300621342303,0.7654166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,16,0.3,0.88972,0.9396300621342303,0.7654166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,16,0.6,0.835,0.9396300621342303,0.7654166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,16,0.9,0.78078,0.9396300621342303,0.7654166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,18,0.0,0.9428,0.9451781944415938,0.7668333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,18,0.3,0.89426,0.9451781944415938,0.7668333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,18,0.6,0.8424,0.9451781944415938,0.7668333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,18,0.9,0.78482,0.9451781944415938,0.7668333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,20,0.0,0.93674,0.9373648349933951,0.7680833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,20,0.3,0.88778,0.9373648349933951,0.7680833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,20,0.6,0.83832,0.9373648349933951,0.7680833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,20,0.9,0.78056,0.9373648349933951,0.7680833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,22,0.0,0.93138,0.9322603973181424,0.7708333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,22,0.3,0.88318,0.9322603973181424,0.7708333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,22,0.6,0.82816,0.9322603973181424,0.7708333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,22,0.9,0.7764,0.9322603973181424,0.7708333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,24,0.0,0.9398,0.9394252515109375,0.769,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,24,0.3,0.89094,0.9394252515109375,0.769,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,24,0.6,0.8366,0.9394252515109375,0.769,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,24,0.9,0.78366,0.9394252515109375,0.769,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,26,0.0,0.9533,0.9528742454271609,0.7764166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,26,0.3,0.90632,0.9528742454271609,0.7764166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,26,0.6,0.85494,0.9528742454271609,0.7764166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,26,0.9,0.7966,0.9528742454271609,0.7764166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,28,0.0,0.96146,0.9619045466090856,0.78875,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,28,0.3,0.92156,0.9619045466090856,0.78875,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,28,0.6,0.8716,0.9619045466090856,0.78875,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,28,0.9,0.81138,0.9619045466090856,0.78875,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,30,0.0,0.99302,0.9927380293885909,0.9076666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,30,0.3,0.9753,0.9927380293885909,0.9076666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,30,0.6,0.95332,0.9927380293885909,0.9076666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,30,0.9,0.92326,0.9927380293885909,0.9076666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,32,0.0,0.9879,0.9876178018103168,0.8696666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,32,0.3,0.96502,0.9876178018103168,0.8696666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,32,0.6,0.93374,0.9876178018103168,0.8696666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,32,0.9,0.89138,0.9876178018103168,0.8696666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,34,0.0,0.99156,0.9921039971688187,0.9006666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,34,0.3,0.97532,0.9921039971688187,0.9006666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,34,0.6,0.94736,0.9921039971688187,0.9006666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,34,0.9,0.913,0.9921039971688187,0.9006666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,36,0.0,0.99702,0.9970742053533854,0.9445,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,36,0.3,0.98736,0.9970742053533854,0.9445,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,36,0.6,0.9721,0.9970742053533854,0.9445,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,36,0.9,0.9518,0.9970742053533854,0.9445,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,38,0.0,0.9984,0.9984070625011121,0.9631666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,38,0.3,0.9917,0.9984070625011121,0.9631666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,38,0.6,0.98136,0.9984070625011121,0.9631666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,38,0.9,0.96656,0.9984070625011121,0.9631666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,40,0.0,0.99638,0.9966835249016928,0.9395833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,40,0.3,0.98618,0.9966835249016928,0.9395833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,40,0.6,0.96898,0.9966835249016928,0.9395833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,40,0.9,0.94702,0.9966835249016928,0.9395833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,42,0.0,0.9945,0.9941286434210626,0.913,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,42,0.3,0.97942,0.9941286434210626,0.913,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,42,0.6,0.9552,0.9941286434210626,0.913,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,42,0.9,0.92584,0.9941286434210626,0.913,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,44,0.0,0.99634,0.9963353055575,0.935,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,44,0.3,0.98472,0.9963353055575,0.935,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,44,0.6,0.96744,0.9963353055575,0.935,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,44,0.9,0.94344,0.9963353055575,0.935,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,46,0.0,0.9989,0.9988122752351887,0.96725,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,46,0.3,0.9933,0.9988122752351887,0.96725,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,46,0.6,0.9835,0.9988122752351887,0.96725,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,46,0.9,0.97002,0.9988122752351887,0.96725,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,48,0.0,0.99918,0.9990607232329493,0.97075,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,48,0.3,0.99418,0.9990607232329493,0.97075,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,48,0.6,0.98572,0.9990607232329493,0.97075,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,48,0.9,0.97376,0.9990607232329493,0.97075,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,50,0.0,0.99906,0.9986509225064878,0.9635833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,50,0.3,0.99346,0.9986509225064878,0.9635833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,50,0.6,0.98196,0.9986509225064878,0.9635833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
extreme,fines_washout,50,0.9,0.96568,0.9986509225064878,0.9635833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,0,0.0,0.90396,0.9037659194897908,0.7464166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,0,0.3,0.84436,0.9037659194897908,0.7464166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,0,0.6,0.79682,0.9037659194897908,0.7464166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,0,0.9,0.75038,0.9037659194897908,0.7464166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,2,0.0,0.90564,0.9056644173788264,0.7414166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,2,0.3,0.85004,0.9056644173788264,0.7414166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,2,0.6,0.79708,0.9056644173788264,0.7414166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,2,0.9,0.7488,0.9056644173788264,0.7414166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,4,0.0,0.91216,0.9099498317711459,0.7488333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,4,0.3,0.85566,0.9099498317711459,0.7488333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,4,0.6,0.80266,0.9099498317711459,0.7488333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,4,0.9,0.75382,0.9099498317711459,0.7488333333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,6,0.0,0.91044,0.9086972683220024,0.7451666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,6,0.3,0.85484,0.9086972683220024,0.7451666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,6,0.6,0.79944,0.9086972683220024,0.7451666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,6,0.9,0.75106,0.9086972683220024,0.7451666666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,8,0.0,0.9165,0.9141020681974826,0.74175,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,8,0.3,0.8615,0.9141020681974826,0.74175,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,8,0.6,0.80406,0.9141020681974826,0.74175,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,8,0.9,0.75206,0.9141020681974826,0.74175,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,10,0.0,0.91792,0.91751431702625,0.7470833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,10,0.3,0.863,0.91751431702625,0.7470833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,10,0.6,0.80946,0.91751431702625,0.7470833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,10,0.9,0.7566,0.91751431702625,0.7470833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,12,0.0,0.91858,0.9209721140786407,0.74775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,12,0.3,0.86672,0.9209721140786407,0.74775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,12,0.6,0.814,0.9209721140786407,0.74775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,12,0.9,0.75532,0.9209721140786407,0.74775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,14,0.0,0.92064,0.9193070583906718,0.7350833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,14,0.3,0.86136,0.9193070583906718,0.7350833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,14,0.6,0.80892,0.9193070583906718,0.7350833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,14,0.9,0.74904,0.9193070583906718,0.7350833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,16,0.0,0.92828,0.926524437758573,0.7455833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,16,0.3,0.87238,0.926524437758573,0.7455833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,16,0.6,0.81714,0.926524437758573,0.7455833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,16,0.9,0.75944,0.926524437758573,0.7455833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,18,0.0,0.92732,0.9268345769874999,0.7403333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,18,0.3,0.87234,0.9268345769874999,0.7403333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,18,0.6,0.81774,0.9268345769874999,0.7403333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,18,0.9,0.7581,0.9268345769874999,0.7403333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,20,0.0,0.93054,0.9300832947383898,0.74475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,20,0.3,0.87752,0.9300832947383898,0.74475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,20,0.6,0.82208,0.9300832947383898,0.74475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,20,0.9,0.75848,0.9300832947383898,0.74475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,22,0.0,0.9336,0.9324566362807292,0.7444166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,22,0.3,0.88004,0.9324566362807292,0.7444166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,22,0.6,0.82178,0.9324566362807292,0.7444166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,22,0.9,0.76136,0.9324566362807292,0.7444166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,24,0.0,0.93458,0.9365529095451184,0.7494166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,24,0.3,0.88372,0.9365529095451184,0.7494166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,24,0.6,0.8314,0.9365529095451184,0.7494166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,24,0.9,0.76782,0.9365529095451184,0.7494166666666666,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,26,0.0,0.94164,0.9412556763902734,0.7525,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,26,0.3,0.89092,0.9412556763902734,0.7525,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,26,0.6,0.83602,0.9412556763902734,0.7525,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,26,0.9,0.77452,0.9412556763902734,0.7525,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,28,0.0,0.9429,0.9431780827266667,0.75475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,28,0.3,0.89476,0.9431780827266667,0.75475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,28,0.6,0.83976,0.9431780827266667,0.75475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,28,0.9,0.77766,0.9431780827266667,0.75475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,30,0.0,0.94628,0.9464723965360168,0.7525833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,30,0.3,0.89452,0.9464723965360168,0.7525833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,30,0.6,0.8432,0.9464723965360168,0.7525833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,30,0.9,0.77754,0.9464723965360168,0.7525833333333334,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,32,0.0,0.95098,0.9507575957472917,0.7616666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,32,0.3,0.90362,0.9507575957472917,0.7616666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,32,0.6,0.85184,0.9507575957472917,0.7616666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,32,0.9,0.78598,0.9507575957472917,0.7616666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,34,0.0,0.95096,0.9521821773342014,0.76775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,34,0.3,0.90604,0.9521821773342014,0.76775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,34,0.6,0.85536,0.9521821773342014,0.76775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,34,0.9,0.79444,0.9521821773342014,0.76775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,36,0.0,0.95632,0.9573370642954103,0.7771666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,36,0.3,0.91182,0.9573370642954103,0.7771666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,36,0.6,0.8612,0.9573370642954103,0.7771666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,36,0.9,0.79972,0.9573370642954103,0.7771666666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,38,0.0,0.96026,0.9618381220848307,0.79475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,38,0.3,0.9195,0.9618381220848307,0.79475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,38,0.6,0.8715,0.9618381220848307,0.79475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,38,0.9,0.81436,0.9618381220848307,0.79475,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,40,0.0,0.96742,0.9663326038654514,0.80325,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,40,0.3,0.9257,0.9663326038654514,0.80325,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,40,0.6,0.88006,0.9663326038654514,0.80325,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,40,0.9,0.82466,0.9663326038654514,0.80325,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,42,0.0,0.96974,0.9692302153946759,0.8104166666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,42,0.3,0.93036,0.9692302153946759,0.8104166666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,42,0.6,0.88778,0.9692302153946759,0.8104166666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,42,0.9,0.8323,0.9692302153946759,0.8104166666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,44,0.0,0.97368,0.9732629963292188,0.8248333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,44,0.3,0.93764,0.9732629963292188,0.8248333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,44,0.6,0.89834,0.9732629963292188,0.8248333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,44,0.9,0.84586,0.9732629963292188,0.8248333333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,46,0.0,0.97594,0.9761661596260622,0.83025,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,46,0.3,0.94382,0.9761661596260622,0.83025,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,46,0.6,0.90038,0.9761661596260622,0.83025,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,46,0.9,0.8534,0.9761661596260622,0.83025,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,48,0.0,0.97898,0.9789591439252593,0.8469166666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,48,0.3,0.94904,0.9789591439252593,0.8469166666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,48,0.6,0.91026,0.9789591439252593,0.8469166666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,48,0.9,0.86384,0.9789591439252593,0.8469166666666667,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,50,0.0,0.97986,0.9811710103829167,0.85175,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,50,0.3,0.95322,0.9811710103829167,0.85175,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,50,0.6,0.91604,0.9811710103829167,0.85175,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,constant,50,0.9,0.86772,0.9811710103829167,0.85175,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,0,0.0,0.9019,0.9019557201673466,0.741,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,0,0.3,0.84496,0.9019557201673466,0.741,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,0,0.6,0.79186,0.9019557201673466,0.741,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,0,0.9,0.74594,0.9019557201673466,0.741,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,2,0.0,0.90336,0.903046052478257,0.73775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,2,0.3,0.8471,0.903046052478257,0.73775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,2,0.6,0.79374,0.903046052478257,0.73775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,2,0.9,0.7434,0.903046052478257,0.73775,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,4,0.0,0.90502,0.9035068775155538,0.7320833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,4,0.3,0.84484,0.9035068775155538,0.7320833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,4,0.6,0.7935,0.9035068775155538,0.7320833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,4,0.9,0.7431,0.9035068775155538,0.7320833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,6,0.0,0.90084,0.9027840221741783,0.7340833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
rising,fines_accumulation,6,0.3,0.84982,0.9027840221741783,0.7340833333333333,1.0,50000,vertical-dependence diagnostic; not calibrated random field
